"","endTime","artistName","trackName","msPlayed","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","genre"
"1","2023-06-16 10:11","Parliament","Flash Light",52893,0.702,0.735,7,-10.458,0,0.0465,0.243,0.117,0.474,0.687,105.177,"audio_features","1v1PV2wERHiMPesMWX0qmO","spotify:track:1v1PV2wERHiMPesMWX0qmO","https://api.spotify.com/v1/tracks/1v1PV2wERHiMPesMWX0qmO","https://api.spotify.com/v1/audio-analysis/1v1PV2wERHiMPesMWX0qmO",346667,4,"afrofuturism"
"2","2023-06-16 10:14","Hozier","Eat Your Young",242293,0.546,0.599,7,-6.442,0,0.0286,0.35,0.0686,0.256,0.331,90,"audio_features","2SXx7Ofa79CeJfio98aJcG","spotify:track:2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/tracks/2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/audio-analysis/2SXx7Ofa79CeJfio98aJcG",243947,4,"irish singer-songwriter"
"3","2023-06-16 10:18","Mallory Merk","Thorns",193747,0.326,0.598,2,-4.806,1,0.0313,0.185,0,0.223,0.175,155.763,"audio_features","2fsDv1dsMkGh2cDTF6zhh3","spotify:track:2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/tracks/2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/audio-analysis/2fsDv1dsMkGh2cDTF6zhh3",193747,4,"bedroom soul"
"4","2023-06-16 10:20","Conan Gray","Never Ending Song",155202,0.58,0.79,2,-6.575,1,0.0329,0.00486,9.61e-05,0.322,0.567,141.912,"audio_features","5BI0zQZciyoQfJxsu8CIn9","spotify:track:5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/tracks/5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/audio-analysis/5BI0zQZciyoQfJxsu8CIn9",155203,4,"bedroom pop"
"5","2023-06-16 10:21","Mallrat","Wish on an Eyelash",58929,0.418,0.288,2,-10.597,1,0.0351,0.885,0.0316,0.115,0.352,89.861,"audio_features","3vLByi1CdmNJPpTtOdKqAQ","spotify:track:3vLByi1CdmNJPpTtOdKqAQ","https://api.spotify.com/v1/tracks/3vLByi1CdmNJPpTtOdKqAQ","https://api.spotify.com/v1/audio-analysis/3vLByi1CdmNJPpTtOdKqAQ",58930,3,"aussietronica"
"6","2023-06-16 10:25","Amy Winehouse","Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",233733,0.772,0.371,5,-5.743,0,0.0348,0.744,0,0.167,0.684,96.574,"audio_features","6nLvaCZFR1wEzW3sIKpsnr","spotify:track:6nLvaCZFR1wEzW3sIKpsnr","https://api.spotify.com/v1/tracks/6nLvaCZFR1wEzW3sIKpsnr","https://api.spotify.com/v1/audio-analysis/6nLvaCZFR1wEzW3sIKpsnr",233733,4,"british soul"
"7","2023-06-16 10:29","Peach Pit","Shampoo Bottles",224266,0.648,0.436,8,-9.578,1,0.0275,0.0232,0,0.0944,0.333,107.019,"audio_features","2INUkDPCO1eQlOFmIN5VAC","spotify:track:2INUkDPCO1eQlOFmIN5VAC","https://api.spotify.com/v1/tracks/2INUkDPCO1eQlOFmIN5VAC","https://api.spotify.com/v1/audio-analysis/2INUkDPCO1eQlOFmIN5VAC",224267,4,"pov: indie"
"8","2023-06-16 10:33","Mallrat","Butterfly Blue",261842,0.382,0.277,3,-11.675,0,0.0287,0.823,0.00016,0.243,0.23,97.969,"audio_features","1EKjSEd05WhBfdf4BjJ8vu","spotify:track:1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/tracks/1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/audio-analysis/1EKjSEd05WhBfdf4BjJ8vu",261843,4,"aussietronica"
"9","2023-06-16 10:41","Lana Del Rey","Video Games",281960,0.39,0.252,6,-9.666,0,0.0298,0.808,0,0.0887,0.181,122.053,"audio_features","3WD91HQDBIavSapet3ZpjG","spotify:track:3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/tracks/3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/audio-analysis/3WD91HQDBIavSapet3ZpjG",281947,4,"art pop"
"10","2023-06-16 10:44","Taylor Swift","Snow On The Beach (feat. More Lana Del Rey)",229942,0.664,0.401,6,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,"audio_features","4zmKGsrXjLmljb5fTaBTot","spotify:track:4zmKGsrXjLmljb5fTaBTot","https://api.spotify.com/v1/tracks/4zmKGsrXjLmljb5fTaBTot","https://api.spotify.com/v1/audio-analysis/4zmKGsrXjLmljb5fTaBTot",229943,4,"pop"
"11","2023-06-16 10:48","Suki Waterhouse","Every Day's A Lesson In Humility",216189,0.413,0.545,0,-7.681,1,0.0455,0.144,0,0.322,0.513,181.343,"audio_features","61McqEmrnduKFDgd0lY6xf","spotify:track:61McqEmrnduKFDgd0lY6xf","https://api.spotify.com/v1/tracks/61McqEmrnduKFDgd0lY6xf","https://api.spotify.com/v1/audio-analysis/61McqEmrnduKFDgd0lY6xf",216189,4,"indie pop"
"13","2023-06-16 10:59","Mallory Merk","Thorns",212497,0.326,0.598,2,-4.806,1,0.0313,0.185,0,0.223,0.175,155.763,"audio_features","2fsDv1dsMkGh2cDTF6zhh3","spotify:track:2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/tracks/2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/audio-analysis/2fsDv1dsMkGh2cDTF6zhh3",193747,4,"bedroom soul"
"14","2023-06-16 11:02","Conan Gray","Never Ending Song",155202,0.58,0.79,2,-6.575,1,0.0329,0.00486,9.61e-05,0.322,0.567,141.912,"audio_features","5BI0zQZciyoQfJxsu8CIn9","spotify:track:5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/tracks/5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/audio-analysis/5BI0zQZciyoQfJxsu8CIn9",155203,4,"bedroom pop"
"15","2023-06-16 11:03","Richy Mitch & The Coal Miners","Evergreen",87000,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,"audio_features","6me7F0aaZjwDo6RJ5MrfBD","spotify:track:6me7F0aaZjwDo6RJ5MrfBD","https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD","https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD",87000,3,"modern folk rock"
"16","2023-06-16 11:05","Sjowgren","Change",74309,0.645,0.295,10,-12.59,1,0.0272,0.62,0.419,0.195,0.343,75.902,"audio_features","03rZ4jEeqvKjrqdRHPZmpp","spotify:track:03rZ4jEeqvKjrqdRHPZmpp","https://api.spotify.com/v1/tracks/03rZ4jEeqvKjrqdRHPZmpp","https://api.spotify.com/v1/audio-analysis/03rZ4jEeqvKjrqdRHPZmpp",90227,4,"indie pop"
"17","2023-06-16 19:42","Sjowgren","Change",15917,0.645,0.295,10,-12.59,1,0.0272,0.62,0.419,0.195,0.343,75.902,"audio_features","03rZ4jEeqvKjrqdRHPZmpp","spotify:track:03rZ4jEeqvKjrqdRHPZmpp","https://api.spotify.com/v1/tracks/03rZ4jEeqvKjrqdRHPZmpp","https://api.spotify.com/v1/audio-analysis/03rZ4jEeqvKjrqdRHPZmpp",90227,4,"indie pop"
"18","2023-06-16 19:46","Shawn Mendes","WHAT THE HELL ARE WE DYING FOR ?",229565,0.435,0.524,1,-7.834,1,0.0434,0.247,0.000318,0.057,0.294,184.011,"audio_features","1sKtD5KMZgTFHbsxjgqfZh","spotify:track:1sKtD5KMZgTFHbsxjgqfZh","https://api.spotify.com/v1/tracks/1sKtD5KMZgTFHbsxjgqfZh","https://api.spotify.com/v1/audio-analysis/1sKtD5KMZgTFHbsxjgqfZh",229565,4,"canadian pop"
"19","2023-06-16 19:48","Mallrat","Charlie",85837,0.629,0.591,7,-6.832,1,0.03,0.165,2.4e-05,0.102,0.255,115.03,"audio_features","2SonpVAvJS3aOi63oEOTlQ","spotify:track:2SonpVAvJS3aOi63oEOTlQ","https://api.spotify.com/v1/tracks/2SonpVAvJS3aOi63oEOTlQ","https://api.spotify.com/v1/audio-analysis/2SonpVAvJS3aOi63oEOTlQ",190947,4,"aussietronica"
"20","2023-06-16 19:53","Faith No More","We Care a Lot",243600,0.799,0.887,2,-5.775,1,0.0411,0.08,9.58e-05,0.0975,0.9,108.919,"audio_features","2z1uVu3OwTmPlfqt5TWk5k","spotify:track:2z1uVu3OwTmPlfqt5TWk5k","https://api.spotify.com/v1/tracks/2z1uVu3OwTmPlfqt5TWk5k","https://api.spotify.com/v1/audio-analysis/2z1uVu3OwTmPlfqt5TWk5k",243600,4,"alternative metal"
"21","2023-06-16 19:58","Naeleck","Heroes",286265,0.609,0.668,11,-4.515,1,0.0308,0.287,0.0104,0.0974,0.212,82.975,"audio_features","0TRmtiR9q6XnYDzXmoMpGC","spotify:track:0TRmtiR9q6XnYDzXmoMpGC","https://api.spotify.com/v1/tracks/0TRmtiR9q6XnYDzXmoMpGC","https://api.spotify.com/v1/audio-analysis/0TRmtiR9q6XnYDzXmoMpGC",228434,4,"electro"
"23","2023-06-16 20:06","Rainbow","Since You Been Gone",197160,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,"audio_features","6xq5DxZWGgdStAxGAil0yw","spotify:track:6xq5DxZWGgdStAxGAil0yw","https://api.spotify.com/v1/tracks/6xq5DxZWGgdStAxGAil0yw","https://api.spotify.com/v1/audio-analysis/6xq5DxZWGgdStAxGAil0yw",197160,4,"album rock"
"24","2023-06-16 20:10","Beastie Boys","No Sleep Till Brooklyn",246933,0.712,0.691,8,-8.157,1,0.128,0.122,0,0.0538,0.742,97.022,"audio_features","5qxChyzKLEyoPJ5qGrdurN","spotify:track:5qxChyzKLEyoPJ5qGrdurN","https://api.spotify.com/v1/tracks/5qxChyzKLEyoPJ5qGrdurN","https://api.spotify.com/v1/audio-analysis/5qxChyzKLEyoPJ5qGrdurN",246933,4,"alternative rock"
"26","2023-06-16 20:16","Aliotta Haynes Jeremiah","Lake Shore Drive",235173,0.434,0.885,4,-7.367,1,0.0396,0.204,0,0.0811,0.843,93.999,"audio_features","46MX86XQqYCZRvwPpeq4Gi","spotify:track:46MX86XQqYCZRvwPpeq4Gi","https://api.spotify.com/v1/tracks/46MX86XQqYCZRvwPpeq4Gi","https://api.spotify.com/v1/audio-analysis/46MX86XQqYCZRvwPpeq4Gi",235173,4,"classic rock"
"27","2023-06-16 20:21","Heart","Crazy On You",293440,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,"audio_features","5zH710lFSLtkHbMkslLDjR","spotify:track:5zH710lFSLtkHbMkslLDjR","https://api.spotify.com/v1/tracks/5zH710lFSLtkHbMkslLDjR","https://api.spotify.com/v1/audio-analysis/5zH710lFSLtkHbMkslLDjR",293440,4,"album rock"
"28","2023-06-16 20:24","The Jackson 5","I Want You Back",178493,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,"audio_features","5LxvwujISqiB8vpRYv887S","spotify:track:5LxvwujISqiB8vpRYv887S","https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S","https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S",176333,4,"motown"
"29","2023-06-16 20:27","Queen","Bohemian Rhapsody - Remastered 2011",132049,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,"audio_features","7tFiyTwD0nx5a1eklYtX2J","spotify:track:7tFiyTwD0nx5a1eklYtX2J","https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J","https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J",354320,4,"classic rock"
"30","2023-06-16 22:26","Queen","Bohemian Rhapsody - Remastered 2011",222262,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,"audio_features","7tFiyTwD0nx5a1eklYtX2J","spotify:track:7tFiyTwD0nx5a1eklYtX2J","https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J","https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J",354320,4,"classic rock"
"31","2023-06-16 22:30","Naeleck","All My Heroes - Radio Edit",228433,0.609,0.668,11,-4.515,1,0.0308,0.287,0.0104,0.0974,0.212,82.975,"audio_features","0TRmtiR9q6XnYDzXmoMpGC","spotify:track:0TRmtiR9q6XnYDzXmoMpGC","https://api.spotify.com/v1/tracks/0TRmtiR9q6XnYDzXmoMpGC","https://api.spotify.com/v1/audio-analysis/0TRmtiR9q6XnYDzXmoMpGC",228434,4,"electro"
"32","2023-06-16 22:34","Raspberries","Go All The Way",205346,0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287,"audio_features","75GQIYnRaBg7ndHxhfYuQy","spotify:track:75GQIYnRaBg7ndHxhfYuQy","https://api.spotify.com/v1/tracks/75GQIYnRaBg7ndHxhfYuQy","https://api.spotify.com/v1/audio-analysis/75GQIYnRaBg7ndHxhfYuQy",205347,4,"beatlesque"
"33","2023-06-16 22:38","Gloria Gaynor","I Will Survive - 1981 Re-recording",261173,0.668,0.678,9,-10.317,0,0.056,0.00293,0,0.265,0.657,120.029,"audio_features","7DD1ojeTUwnW65g5QuZw7X","spotify:track:7DD1ojeTUwnW65g5QuZw7X","https://api.spotify.com/v1/tracks/7DD1ojeTUwnW65g5QuZw7X","https://api.spotify.com/v1/audio-analysis/7DD1ojeTUwnW65g5QuZw7X",261173,4,"disco"
"34","2023-06-16 22:41","The Mowgli's","San Francisco",173093,0.307,0.847,11,-4.215,1,0.0551,0.0215,0,0.0783,0.34,93.072,"audio_features","5RRWirYSE08FPKD6Mx4v0V","spotify:track:5RRWirYSE08FPKD6Mx4v0V","https://api.spotify.com/v1/tracks/5RRWirYSE08FPKD6Mx4v0V","https://api.spotify.com/v1/audio-analysis/5RRWirYSE08FPKD6Mx4v0V",173093,4,"hopebeat"
"35","2023-06-16 22:44","The Five Stairsteps","O-o-h Child",197160,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,"audio_features","74JdR9aXE6I74oS1BVRsvb","spotify:track:74JdR9aXE6I74oS1BVRsvb","https://api.spotify.com/v1/tracks/74JdR9aXE6I74oS1BVRsvb","https://api.spotify.com/v1/audio-analysis/74JdR9aXE6I74oS1BVRsvb",197160,4,"chicago soul"
"36","2023-06-17 05:30","James Gang","Funk #49",246293,0.652,0.94,2,-7.927,1,0.0776,0.0398,0.782,0.0567,0.72,91.242,"audio_features","5h6SovHOYpIMlAkafxcbq3","spotify:track:5h6SovHOYpIMlAkafxcbq3","https://api.spotify.com/v1/tracks/5h6SovHOYpIMlAkafxcbq3","https://api.spotify.com/v1/audio-analysis/5h6SovHOYpIMlAkafxcbq3",246293,4,"album rock"
"37","2023-06-17 05:33","James Gang","Walk Away",212694,0.6,0.843,8,-7.455,1,0.0351,0.018,0.199,0.34,0.916,102.323,"audio_features","65aeHyw8GdHFwmEvdSns21","spotify:track:65aeHyw8GdHFwmEvdSns21","https://api.spotify.com/v1/tracks/65aeHyw8GdHFwmEvdSns21","https://api.spotify.com/v1/audio-analysis/65aeHyw8GdHFwmEvdSns21",212695,4,"album rock"
"38","2023-06-17 05:38","Elvin Bishop","Fooled Around And Fell In Love",276933,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,"audio_features","2hE5Lm5XOHR4t3xlhIFauP","spotify:track:2hE5Lm5XOHR4t3xlhIFauP","https://api.spotify.com/v1/tracks/2hE5Lm5XOHR4t3xlhIFauP","https://api.spotify.com/v1/audio-analysis/2hE5Lm5XOHR4t3xlhIFauP",276000,3,"country rock"
"40","2023-06-17 05:42","Sam Cooke","Bring It On Home to Me",19848,0.487,0.532,0,-7.496,1,0.0322,0.631,0,0.184,0.609,70.838,"audio_features","5EoYc5wvRYOtkudLfrjsL1","spotify:track:5EoYc5wvRYOtkudLfrjsL1","https://api.spotify.com/v1/tracks/5EoYc5wvRYOtkudLfrjsL1","https://api.spotify.com/v1/audio-analysis/5EoYc5wvRYOtkudLfrjsL1",164252,4,"classic soul"
"41","2023-06-17 05:45","Dua Lipa","Dance The Night - From Barbie The Album",176579,0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,"audio_features","1vYXt7VSjH9JIM5oRRo7vA","spotify:track:1vYXt7VSjH9JIM5oRRo7vA","https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA","https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA",176579,4,"dance pop"
"42","2023-06-17 05:47","Conan Gray","Never Ending Song",155202,0.58,0.79,2,-6.575,1,0.0329,0.00486,9.61e-05,0.322,0.567,141.912,"audio_features","5BI0zQZciyoQfJxsu8CIn9","spotify:track:5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/tracks/5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/audio-analysis/5BI0zQZciyoQfJxsu8CIn9",155203,4,"bedroom pop"
"43","2023-06-17 05:51","Sufjan Stevens","Mystery of Love",248960,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,"audio_features","0oTtnnedK0C4unALxVTPhz","spotify:track:0oTtnnedK0C4unALxVTPhz","https://api.spotify.com/v1/tracks/0oTtnnedK0C4unALxVTPhz","https://api.spotify.com/v1/audio-analysis/0oTtnnedK0C4unALxVTPhz",248965,5,"art pop"
"44","2023-06-17 05:55","Amy Winehouse","Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",233733,0.772,0.371,5,-5.743,0,0.0348,0.744,0,0.167,0.684,96.574,"audio_features","6nLvaCZFR1wEzW3sIKpsnr","spotify:track:6nLvaCZFR1wEzW3sIKpsnr","https://api.spotify.com/v1/tracks/6nLvaCZFR1wEzW3sIKpsnr","https://api.spotify.com/v1/audio-analysis/6nLvaCZFR1wEzW3sIKpsnr",233733,4,"british soul"
"45","2023-06-17 05:59","Peach Pit","Shampoo Bottles",224266,0.648,0.436,8,-9.578,1,0.0275,0.0232,0,0.0944,0.333,107.019,"audio_features","2INUkDPCO1eQlOFmIN5VAC","spotify:track:2INUkDPCO1eQlOFmIN5VAC","https://api.spotify.com/v1/tracks/2INUkDPCO1eQlOFmIN5VAC","https://api.spotify.com/v1/audio-analysis/2INUkDPCO1eQlOFmIN5VAC",224267,4,"pov: indie"
"46","2023-06-17 06:03","Hozier","Eat Your Young",242293,0.546,0.599,7,-6.442,0,0.0286,0.35,0.0686,0.256,0.331,90,"audio_features","2SXx7Ofa79CeJfio98aJcG","spotify:track:2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/tracks/2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/audio-analysis/2SXx7Ofa79CeJfio98aJcG",243947,4,"irish singer-songwriter"
"47","2023-06-17 06:08","Dirty Projectors","No Embrace - Live from Housing Works 2009",182973,0.427,0.265,7,-13.222,1,0.0742,0.84,8.44e-06,0.823,0.553,148.821,"audio_features","1AzyW4lH5y6U9rn69Gr91u","spotify:track:1AzyW4lH5y6U9rn69Gr91u","https://api.spotify.com/v1/tracks/1AzyW4lH5y6U9rn69Gr91u","https://api.spotify.com/v1/audio-analysis/1AzyW4lH5y6U9rn69Gr91u",182973,4,"art pop"
"48","2023-06-17 06:12","Lutalo","Darkeve Duet",197834,0.523,0.334,10,-13.855,0,0.0404,0.818,0.26,0.147,0.407,85.102,"audio_features","0hKnhmfmI0dNQm9uJhdGj8","spotify:track:0hKnhmfmI0dNQm9uJhdGj8","https://api.spotify.com/v1/tracks/0hKnhmfmI0dNQm9uJhdGj8","https://api.spotify.com/v1/audio-analysis/0hKnhmfmI0dNQm9uJhdGj8",162867,4,"countrygaze"
"49","2023-06-17 06:15","Niall Horan","You Could Start A Cult",200497,0.471,0.232,0,-10.371,1,0.0286,0.924,2.05e-05,0.124,0.32,83.465,"audio_features","45PRcjOnvjz6VMl7tI3O3c","spotify:track:45PRcjOnvjz6VMl7tI3O3c","https://api.spotify.com/v1/tracks/45PRcjOnvjz6VMl7tI3O3c","https://api.spotify.com/v1/audio-analysis/45PRcjOnvjz6VMl7tI3O3c",194870,4,"pop"
"51","2023-06-17 06:23","Niall Horan","Heaven",186043,0.57,0.756,5,-3.394,1,0.0257,0.0497,0,0.33,0.72,91.972,"audio_features","5FQ77Cl1ndljtwwImdtjMy","spotify:track:5FQ77Cl1ndljtwwImdtjMy","https://api.spotify.com/v1/tracks/5FQ77Cl1ndljtwwImdtjMy","https://api.spotify.com/v1/audio-analysis/5FQ77Cl1ndljtwwImdtjMy",186043,4,"pop"
"52","2023-06-17 06:26","Niall Horan","Meltdown",153037,0.59,0.867,4,-4.053,1,0.0649,0.00721,0,0.355,0.758,89.52,"audio_features","0hIDcUm3mJEn4gNo2ocLM5","spotify:track:0hIDcUm3mJEn4gNo2ocLM5","https://api.spotify.com/v1/tracks/0hIDcUm3mJEn4gNo2ocLM5","https://api.spotify.com/v1/audio-analysis/0hIDcUm3mJEn4gNo2ocLM5",153038,4,"pop"
"53","2023-06-17 06:29","Mallory Merk","Thorns",193747,0.326,0.598,2,-4.806,1,0.0313,0.185,0,0.223,0.175,155.763,"audio_features","2fsDv1dsMkGh2cDTF6zhh3","spotify:track:2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/tracks/2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/audio-analysis/2fsDv1dsMkGh2cDTF6zhh3",193747,4,"bedroom soul"
"54","2023-06-17 06:33","Mallrat","Butterfly Blue",261842,0.382,0.277,3,-11.675,0,0.0287,0.823,0.00016,0.243,0.23,97.969,"audio_features","1EKjSEd05WhBfdf4BjJ8vu","spotify:track:1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/tracks/1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/audio-analysis/1EKjSEd05WhBfdf4BjJ8vu",261843,4,"aussietronica"
"55","2023-06-17 06:34","Lana Del Rey","Video Games",42201,0.39,0.252,6,-9.666,0,0.0298,0.808,0,0.0887,0.181,122.053,"audio_features","3WD91HQDBIavSapet3ZpjG","spotify:track:3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/tracks/3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/audio-analysis/3WD91HQDBIavSapet3ZpjG",281947,4,"art pop"
"56","2023-06-17 09:13","Lana Del Rey","Video Games",239759,0.39,0.252,6,-9.666,0,0.0298,0.808,0,0.0887,0.181,122.053,"audio_features","3WD91HQDBIavSapet3ZpjG","spotify:track:3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/tracks/3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/audio-analysis/3WD91HQDBIavSapet3ZpjG",281947,4,"art pop"
"57","2023-06-17 09:14","Mallrat","Wish on an Eyelash",58929,0.418,0.288,2,-10.597,1,0.0351,0.885,0.0316,0.115,0.352,89.861,"audio_features","3vLByi1CdmNJPpTtOdKqAQ","spotify:track:3vLByi1CdmNJPpTtOdKqAQ","https://api.spotify.com/v1/tracks/3vLByi1CdmNJPpTtOdKqAQ","https://api.spotify.com/v1/audio-analysis/3vLByi1CdmNJPpTtOdKqAQ",58930,3,"aussietronica"
"58","2023-06-17 09:18","Taylor Swift","Snow On The Beach (feat. More Lana Del Rey)",229942,0.664,0.401,6,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,"audio_features","4zmKGsrXjLmljb5fTaBTot","spotify:track:4zmKGsrXjLmljb5fTaBTot","https://api.spotify.com/v1/tracks/4zmKGsrXjLmljb5fTaBTot","https://api.spotify.com/v1/audio-analysis/4zmKGsrXjLmljb5fTaBTot",229943,4,"pop"
"60","2023-06-17 09:23","Richy Mitch & The Coal Miners","Evergreen",87000,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,"audio_features","6me7F0aaZjwDo6RJ5MrfBD","spotify:track:6me7F0aaZjwDo6RJ5MrfBD","https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD","https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD",87000,3,"modern folk rock"
"61","2023-06-17 09:26","Maya Hawke","Sweet Tooth",221082,0.656,0.577,10,-10.143,1,0.0515,0.871,0.00727,0.0999,0.845,82.003,"audio_features","3GF4L5PFsYGn880yaS169z","spotify:track:3GF4L5PFsYGn880yaS169z","https://api.spotify.com/v1/tracks/3GF4L5PFsYGn880yaS169z","https://api.spotify.com/v1/audio-analysis/3GF4L5PFsYGn880yaS169z",221082,4,"indie pop"
"62","2023-06-17 09:30","Lana Del Rey","Blue Jeans",209440,0.558,0.837,3,-4.405,1,0.0633,0.418,0,0.0821,0.488,117.963,"audio_features","2lFTzUnuGaWlWHJQokjRyb","spotify:track:2lFTzUnuGaWlWHJQokjRyb","https://api.spotify.com/v1/tracks/2lFTzUnuGaWlWHJQokjRyb","https://api.spotify.com/v1/audio-analysis/2lFTzUnuGaWlWHJQokjRyb",209440,4,"art pop"
"63","2023-06-17 09:34","Shawn Mendes","WHAT THE HELL ARE WE DYING FOR ?",229565,0.435,0.524,1,-7.834,1,0.0434,0.247,0.000318,0.057,0.294,184.011,"audio_features","1sKtD5KMZgTFHbsxjgqfZh","spotify:track:1sKtD5KMZgTFHbsxjgqfZh","https://api.spotify.com/v1/tracks/1sKtD5KMZgTFHbsxjgqfZh","https://api.spotify.com/v1/audio-analysis/1sKtD5KMZgTFHbsxjgqfZh",229565,4,"canadian pop"
"64","2023-06-17 09:35","Bathe Alone","Some Things Never Change",80333,0.688,0.405,9,-14.061,0,0.0447,0.641,0.606,0.141,0.0995,105.011,"audio_features","3sJEg2QHnRA71tdYvZ9QIS","spotify:track:3sJEg2QHnRA71tdYvZ9QIS","https://api.spotify.com/v1/tracks/3sJEg2QHnRA71tdYvZ9QIS","https://api.spotify.com/v1/audio-analysis/3sJEg2QHnRA71tdYvZ9QIS",80333,4,"dreamgaze"
"65","2023-06-17 09:38","Rainbow Kitten Surprise","It's Called: Freefall",152293,0.744,0.516,2,-6.365,1,0.0513,0.632,0,0.605,0.281,97.944,"audio_features","474uVhyGgK5MtY9gMcDgGl","spotify:track:474uVhyGgK5MtY9gMcDgGl","https://api.spotify.com/v1/tracks/474uVhyGgK5MtY9gMcDgGl","https://api.spotify.com/v1/audio-analysis/474uVhyGgK5MtY9gMcDgGl",152293,4,"pov: indie"
"66","2023-06-17 09:41","Hozier","Someone New",222813,0.443,0.533,7,-5.956,1,0.0473,0.429,3.66e-06,0.332,0.596,183.791,"audio_features","2DNXgvkyv35vTWvdgjs7qn","spotify:track:2DNXgvkyv35vTWvdgjs7qn","https://api.spotify.com/v1/tracks/2DNXgvkyv35vTWvdgjs7qn","https://api.spotify.com/v1/audio-analysis/2DNXgvkyv35vTWvdgjs7qn",222813,4,"irish singer-songwriter"
"67","2023-06-17 09:42","Conan Gray","(Online Love)",37066,0.433,0.253,0,-11.243,1,0.0476,0.891,0.00013,0.389,0.85,77.72,"audio_features","1WVunZLZM2zLTm5rAvKZkF","spotify:track:1WVunZLZM2zLTm5rAvKZkF","https://api.spotify.com/v1/tracks/1WVunZLZM2zLTm5rAvKZkF","https://api.spotify.com/v1/audio-analysis/1WVunZLZM2zLTm5rAvKZkF",37067,1,"bedroom pop"
