"","endTime","artistName","trackName","msPlayed","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","genre"
"529","2023-07-04 09:37","Taylor Swift","Paper Rings",222400,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,"audio_features","4y5bvROuBDPr5fuwXbIBZR","spotify:track:4y5bvROuBDPr5fuwXbIBZR","https://api.spotify.com/v1/tracks/4y5bvROuBDPr5fuwXbIBZR","https://api.spotify.com/v1/audio-analysis/4y5bvROuBDPr5fuwXbIBZR",222400,4,"pop"
"530","2023-07-04 09:38","Foster The People","Houdini",72899,0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024,"audio_features","5Fli1xRi01bvCjsZvKWro0","spotify:track:5Fli1xRi01bvCjsZvKWro0","https://api.spotify.com/v1/tracks/5Fli1xRi01bvCjsZvKWro0","https://api.spotify.com/v1/audio-analysis/5Fli1xRi01bvCjsZvKWro0",202467,4,"indietronica"
"531","2023-07-04 09:41","Taylor Swift","Hits Different",234466,0.672,0.782,5,-6.499,1,0.0421,0.148,4.73e-06,0.296,0.239,106.026,"audio_features","3xYJScVfxByb61dYHTwiby","spotify:track:3xYJScVfxByb61dYHTwiby","https://api.spotify.com/v1/tracks/3xYJScVfxByb61dYHTwiby","https://api.spotify.com/v1/audio-analysis/3xYJScVfxByb61dYHTwiby",234467,4,"pop"
"532","2023-07-04 09:45","Taylor Swift","Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version)",239668,0.41,0.312,7,-11.01,1,0.0269,0.783,6.36e-06,0.0783,0.22,144.751,"audio_features","2RJnNdu4pb3MypbBroHU0T","spotify:track:2RJnNdu4pb3MypbBroHU0T","https://api.spotify.com/v1/tracks/2RJnNdu4pb3MypbBroHU0T","https://api.spotify.com/v1/audio-analysis/2RJnNdu4pb3MypbBroHU0T",239668,4,"pop"
"533","2023-07-04 09:48","Taylor Swift","Bad Blood",211933,0.602,0.648,2,-6.905,1,0.103,0.0104,0,0.217,0.174,170.091,"audio_features","6qAcApH8obo8eqatCKUHd9","spotify:track:6qAcApH8obo8eqatCKUHd9","https://api.spotify.com/v1/tracks/6qAcApH8obo8eqatCKUHd9","https://api.spotify.com/v1/audio-analysis/6qAcApH8obo8eqatCKUHd9",199773,4,"pop"
"534","2023-07-04 09:51","Taylor Swift","We Are Never Ever Getting Back Together (Taylor's Version)",193146,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,"audio_features","5YqltLsjdqFtvqE7Nrysvs","spotify:track:5YqltLsjdqFtvqE7Nrysvs","https://api.spotify.com/v1/tracks/5YqltLsjdqFtvqE7Nrysvs","https://api.spotify.com/v1/audio-analysis/5YqltLsjdqFtvqE7Nrysvs",193147,4,"pop"
"535","2023-07-04 09:57","Taylor Swift","Enchanted",352200,0.505,0.532,8,-3.526,1,0.0265,0.012,0,0.149,0.216,81.907,"audio_features","3sW3oSbzsfecv9XoUdGs7h","spotify:track:3sW3oSbzsfecv9XoUdGs7h","https://api.spotify.com/v1/tracks/3sW3oSbzsfecv9XoUdGs7h","https://api.spotify.com/v1/audio-analysis/3sW3oSbzsfecv9XoUdGs7h",353253,4,"pop"
"536","2023-07-04 10:01","Taylor Swift","Red",223093,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,"audio_features","4OAuvHryIVv4kMDNSLuPt6","spotify:track:4OAuvHryIVv4kMDNSLuPt6","https://api.spotify.com/v1/tracks/4OAuvHryIVv4kMDNSLuPt6","https://api.spotify.com/v1/audio-analysis/4OAuvHryIVv4kMDNSLuPt6",223093,4,"pop"
"537","2023-07-04 10:05","Taylor Swift","august",261922,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,"audio_features","3hUxzQpSfdDqwM3ZTFQY0K","spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K","https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K",261923,4,"pop"
"538","2023-07-04 10:10","Taylor Swift","Eyes Open (Taylor's Version)",243264,0.566,0.773,7,-6.976,1,0.0356,0.000818,0.00103,0.184,0.256,137.048,"audio_features","2NIBaWXdjaTDmytjjwbEfP","spotify:track:2NIBaWXdjaTDmytjjwbEfP","https://api.spotify.com/v1/tracks/2NIBaWXdjaTDmytjjwbEfP","https://api.spotify.com/v1/audio-analysis/2NIBaWXdjaTDmytjjwbEfP",243264,4,"pop"
"539","2023-07-04 10:13","Taylor Swift","willow",214706,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,"audio_features","0lx2cLdOt3piJbcaXIV74f","spotify:track:0lx2cLdOt3piJbcaXIV74f","https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f","https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f",214707,4,"pop"
"540","2023-07-04 10:17","Taylor Swift","Labyrinth",247962,0.406,0.306,0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,"audio_features","0A1JLUlkZkp2EFrosoNQi0","spotify:track:0A1JLUlkZkp2EFrosoNQi0","https://api.spotify.com/v1/tracks/0A1JLUlkZkp2EFrosoNQi0","https://api.spotify.com/v1/audio-analysis/0A1JLUlkZkp2EFrosoNQi0",247962,4,"pop"
"541","2023-07-04 10:21","Taylor Swift","Paris",196258,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,"audio_features","7712gjoih4QoDbXpljEk21","spotify:track:7712gjoih4QoDbXpljEk21","https://api.spotify.com/v1/tracks/7712gjoih4QoDbXpljEk21","https://api.spotify.com/v1/audio-analysis/7712gjoih4QoDbXpljEk21",196259,4,"pop"
"542","2023-07-04 10:24","Taylor Swift","Lover",221306,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,"audio_features","1dGr1c8CrMLDpV6mPbImSI","spotify:track:1dGr1c8CrMLDpV6mPbImSI","https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI","https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI",221307,4,"pop"
"543","2023-07-04 10:29","Taylor Swift","Mr. Perfectly Fine (Taylor’s Version) (From The Vault)",277591,0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,"audio_features","2CYVETnhM9aytqrazYYwrK","spotify:track:2CYVETnhM9aytqrazYYwrK","https://api.spotify.com/v1/tracks/2CYVETnhM9aytqrazYYwrK","https://api.spotify.com/v1/audio-analysis/2CYVETnhM9aytqrazYYwrK",277592,4,"pop"
"544","2023-07-04 10:33","Taylor Swift","Getaway Car",233626,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,"audio_features","0VE4kBnHJUgtMf0dy6DRmW","spotify:track:0VE4kBnHJUgtMf0dy6DRmW","https://api.spotify.com/v1/tracks/0VE4kBnHJUgtMf0dy6DRmW","https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW",233627,4,"pop"
"545","2023-07-04 10:36","Taylor Swift","Wildest Dreams (Taylor's Version)",220433,0.581,0.672,8,-7.415,1,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,"audio_features","1K39ty6o1sHwwlZwO6a7wK","spotify:track:1K39ty6o1sHwwlZwO6a7wK","https://api.spotify.com/v1/tracks/1K39ty6o1sHwwlZwO6a7wK","https://api.spotify.com/v1/audio-analysis/1K39ty6o1sHwwlZwO6a7wK",220433,4,"pop"
"546","2023-07-04 10:40","Taylor Swift","cardigan",225452,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,"audio_features","4R2kfaDFhslZEMJqAFNpdd","spotify:track:4R2kfaDFhslZEMJqAFNpdd","https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd","https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd",239560,4,"pop"
"547","2023-07-04 15:10","Taylor Swift","cardigan",14110,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,"audio_features","4R2kfaDFhslZEMJqAFNpdd","spotify:track:4R2kfaDFhslZEMJqAFNpdd","https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd","https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd",239560,4,"pop"
"548","2023-07-04 15:14","Taylor Swift","The Way I Loved You (Taylor’s Version)",243136,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,"audio_features","22bPsP2jCgbLUvh82U0Z3M","spotify:track:22bPsP2jCgbLUvh82U0Z3M","https://api.spotify.com/v1/tracks/22bPsP2jCgbLUvh82U0Z3M","https://api.spotify.com/v1/audio-analysis/22bPsP2jCgbLUvh82U0Z3M",243137,4,"pop"
"549","2023-07-04 15:18","Taylor Swift","Gorgeous",209680,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,"audio_features","1ZY1PqizIl78geGM4xWlEA","spotify:track:1ZY1PqizIl78geGM4xWlEA","https://api.spotify.com/v1/tracks/1ZY1PqizIl78geGM4xWlEA","https://api.spotify.com/v1/audio-analysis/1ZY1PqizIl78geGM4xWlEA",209680,4,"pop"
"550","2023-07-04 15:21","Taylor Swift","Vigilante Shit",164801,0.798,0.277,4,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,"audio_features","1xwAWUI6Dj0WGC3KiUPN0O","spotify:track:1xwAWUI6Dj0WGC3KiUPN0O","https://api.spotify.com/v1/tracks/1xwAWUI6Dj0WGC3KiUPN0O","https://api.spotify.com/v1/audio-analysis/1xwAWUI6Dj0WGC3KiUPN0O",164801,4,"pop"
"551","2023-07-04 15:24","Taylor Swift","Don’t Blame Me",219871,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,"audio_features","1R0a2iXumgCiFb7HEZ7gUE","spotify:track:1R0a2iXumgCiFb7HEZ7gUE","https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE","https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE",236413,4,"pop"
"552","2023-07-04 15:29","Mallrat","Butterfly Blue",261842,0.382,0.277,3,-11.675,0,0.0287,0.823,0.00016,0.243,0.23,97.969,"audio_features","1EKjSEd05WhBfdf4BjJ8vu","spotify:track:1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/tracks/1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/audio-analysis/1EKjSEd05WhBfdf4BjJ8vu",261843,4,"aussietronica"
"553","2023-07-04 15:33","Hozier","Eat Your Young",242293,0.546,0.599,7,-6.442,0,0.0286,0.35,0.0686,0.256,0.331,90,"audio_features","2SXx7Ofa79CeJfio98aJcG","spotify:track:2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/tracks/2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/audio-analysis/2SXx7Ofa79CeJfio98aJcG",243947,4,"irish singer-songwriter"
"554","2023-07-04 15:37","Amy Winehouse","Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",233733,0.772,0.371,5,-5.743,0,0.0348,0.744,0,0.167,0.684,96.574,"audio_features","6nLvaCZFR1wEzW3sIKpsnr","spotify:track:6nLvaCZFR1wEzW3sIKpsnr","https://api.spotify.com/v1/tracks/6nLvaCZFR1wEzW3sIKpsnr","https://api.spotify.com/v1/audio-analysis/6nLvaCZFR1wEzW3sIKpsnr",233733,4,"british soul"
"555","2023-07-04 15:40","Peach Pit","Shampoo Bottles",224266,0.648,0.436,8,-9.578,1,0.0275,0.0232,0,0.0944,0.333,107.019,"audio_features","2INUkDPCO1eQlOFmIN5VAC","spotify:track:2INUkDPCO1eQlOFmIN5VAC","https://api.spotify.com/v1/tracks/2INUkDPCO1eQlOFmIN5VAC","https://api.spotify.com/v1/audio-analysis/2INUkDPCO1eQlOFmIN5VAC",224267,4,"pov: indie"
"556","2023-07-04 15:44","Sufjan Stevens","Mystery of Love",248960,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,"audio_features","0oTtnnedK0C4unALxVTPhz","spotify:track:0oTtnnedK0C4unALxVTPhz","https://api.spotify.com/v1/tracks/0oTtnnedK0C4unALxVTPhz","https://api.spotify.com/v1/audio-analysis/0oTtnnedK0C4unALxVTPhz",248965,5,"art pop"
"557","2023-07-04 15:47","Dua Lipa","Dance The Night - From Barbie The Album",176579,0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,"audio_features","1vYXt7VSjH9JIM5oRRo7vA","spotify:track:1vYXt7VSjH9JIM5oRRo7vA","https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA","https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA",176579,4,"dance pop"
"558","2023-07-04 15:52","Lana Del Rey","Video Games",281960,0.39,0.252,6,-9.666,0,0.0298,0.808,0,0.0887,0.181,122.053,"audio_features","3WD91HQDBIavSapet3ZpjG","spotify:track:3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/tracks/3WD91HQDBIavSapet3ZpjG","https://api.spotify.com/v1/audio-analysis/3WD91HQDBIavSapet3ZpjG",281947,4,"art pop"
"559","2023-07-04 15:53","Mallrat","Wish on an Eyelash",58929,0.418,0.288,2,-10.597,1,0.0351,0.885,0.0316,0.115,0.352,89.861,"audio_features","3vLByi1CdmNJPpTtOdKqAQ","spotify:track:3vLByi1CdmNJPpTtOdKqAQ","https://api.spotify.com/v1/tracks/3vLByi1CdmNJPpTtOdKqAQ","https://api.spotify.com/v1/audio-analysis/3vLByi1CdmNJPpTtOdKqAQ",58930,3,"aussietronica"
"560","2023-07-04 15:56","Mallory Merk","Thorns",193747,0.326,0.598,2,-4.806,1,0.0313,0.185,0,0.223,0.175,155.763,"audio_features","2fsDv1dsMkGh2cDTF6zhh3","spotify:track:2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/tracks/2fsDv1dsMkGh2cDTF6zhh3","https://api.spotify.com/v1/audio-analysis/2fsDv1dsMkGh2cDTF6zhh3",193747,4,"bedroom soul"
"561","2023-07-04 15:59","Conan Gray","Never Ending Song",155202,0.58,0.79,2,-6.575,1,0.0329,0.00486,9.61e-05,0.322,0.567,141.912,"audio_features","5BI0zQZciyoQfJxsu8CIn9","spotify:track:5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/tracks/5BI0zQZciyoQfJxsu8CIn9","https://api.spotify.com/v1/audio-analysis/5BI0zQZciyoQfJxsu8CIn9",155203,4,"bedroom pop"
"562","2023-07-04 16:02","Arctic Monkeys","Teddy Picker",165000,0.637,0.973,9,-3.386,1,0.112,0.000413,2.23e-05,0.104,0.8,150.223,"audio_features","4OkPamOn5GofkOQu64Z4eR","spotify:track:4OkPamOn5GofkOQu64Z4eR","https://api.spotify.com/v1/tracks/4OkPamOn5GofkOQu64Z4eR","https://api.spotify.com/v1/audio-analysis/4OkPamOn5GofkOQu64Z4eR",160640,4,"garage rock"
"563","2023-07-04 16:05","Ariana Grande","Greedy",214906,0.619,0.705,1,-5.335,1,0.099,0.0323,0,0.0919,0.844,109.975,"audio_features","1FFUXkoWIc9of8yOscGiaC","spotify:track:1FFUXkoWIc9of8yOscGiaC","https://api.spotify.com/v1/tracks/1FFUXkoWIc9of8yOscGiaC","https://api.spotify.com/v1/audio-analysis/1FFUXkoWIc9of8yOscGiaC",214907,4,"pop"
"566","2023-07-04 16:12","Zeph","my fault",60881,0.589,0.311,7,-14.268,1,0.0397,0.909,0,0.145,0.438,138.165,"audio_features","46nXKRBeHUxVFvyxkcGPWF","spotify:track:46nXKRBeHUxVFvyxkcGPWF","https://api.spotify.com/v1/tracks/46nXKRBeHUxVFvyxkcGPWF","https://api.spotify.com/v1/audio-analysis/46nXKRBeHUxVFvyxkcGPWF",60881,4,"gen z singer-songwriter"
"567","2023-07-04 16:17","Hozier","Unknown / Nth",280106,0.475,0.178,7,-9.976,1,0.0347,0.745,0.000189,0.0899,0.23,136.687,"audio_features","1ptwL6lZNLc654XAaHqcHb","spotify:track:1ptwL6lZNLc654XAaHqcHb","https://api.spotify.com/v1/tracks/1ptwL6lZNLc654XAaHqcHb","https://api.spotify.com/v1/audio-analysis/1ptwL6lZNLc654XAaHqcHb",280107,4,"irish singer-songwriter"
"569","2023-07-04 16:23","Paris Paloma","labour",237744,0.65,0.574,11,-10.3,0,0.101,0.396,0.000112,0.354,0.441,83.963,"audio_features","2Ggr9IfS70wYQacW8nZKPG","spotify:track:2Ggr9IfS70wYQacW8nZKPG","https://api.spotify.com/v1/tracks/2Ggr9IfS70wYQacW8nZKPG","https://api.spotify.com/v1/audio-analysis/2Ggr9IfS70wYQacW8nZKPG",237745,4,"singer-songwriter pop"
"570","2023-07-04 16:26","Wallows","Scrawny",166520,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,"audio_features","1pNUmVxDiE8t6P1XxcZAv8","spotify:track:1pNUmVxDiE8t6P1XxcZAv8","https://api.spotify.com/v1/tracks/1pNUmVxDiE8t6P1XxcZAv8","https://api.spotify.com/v1/audio-analysis/1pNUmVxDiE8t6P1XxcZAv8",166520,4,"pov: indie"
"571","2023-07-04 16:27","Billie Eilish","hotline (edit)",60719,0.516,0.254,9,-16.027,0,0.0589,0.816,0.855,0.189,0.304,56.829,"audio_features","0WFryfbNKPXVtVQlz5dZ8H","spotify:track:0WFryfbNKPXVtVQlz5dZ8H","https://api.spotify.com/v1/tracks/0WFryfbNKPXVtVQlz5dZ8H","https://api.spotify.com/v1/audio-analysis/0WFryfbNKPXVtVQlz5dZ8H",60720,4,"art pop"
"572","2023-07-04 16:28","Zeph","world",62785,0.79,0.428,0,-16.683,0,0.169,0.371,0.0299,0.192,0.382,129.971,"audio_features","4hFZF8l3pJfFOtXs7K0nUJ","spotify:track:4hFZF8l3pJfFOtXs7K0nUJ","https://api.spotify.com/v1/tracks/4hFZF8l3pJfFOtXs7K0nUJ","https://api.spotify.com/v1/audio-analysis/4hFZF8l3pJfFOtXs7K0nUJ",62785,4,"gen z singer-songwriter"
"573","2023-07-04 16:29","Richy Mitch & The Coal Miners","Evergreen",87000,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,"audio_features","6me7F0aaZjwDo6RJ5MrfBD","spotify:track:6me7F0aaZjwDo6RJ5MrfBD","https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD","https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD",87000,3,"modern folk rock"
"574","2023-07-04 16:33","Hozier","Through Me (The Flood)",227746,0.441,0.717,6,-6.023,0,0.111,0.0361,1.29e-05,0.0705,0.399,102.279,"audio_features","7KPx2ijBup2MQHMrz6EVSV","spotify:track:7KPx2ijBup2MQHMrz6EVSV","https://api.spotify.com/v1/tracks/7KPx2ijBup2MQHMrz6EVSV","https://api.spotify.com/v1/audio-analysis/7KPx2ijBup2MQHMrz6EVSV",227747,4,"irish singer-songwriter"
"575","2023-07-04 16:38","Mallrat","Butterfly Blue",261842,0.382,0.277,3,-11.675,0,0.0287,0.823,0.00016,0.243,0.23,97.969,"audio_features","1EKjSEd05WhBfdf4BjJ8vu","spotify:track:1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/tracks/1EKjSEd05WhBfdf4BjJ8vu","https://api.spotify.com/v1/audio-analysis/1EKjSEd05WhBfdf4BjJ8vu",261843,4,"aussietronica"
"576","2023-07-04 16:41","Del Water Gap","Ode to a Conversation Stuck in Your Throat",199232,0.57,0.804,11,-6.782,1,0.0701,0.0598,8.96e-05,0.187,0.624,87.533,"audio_features","51Lf3l6wx008NdBxCQnD6B","spotify:track:51Lf3l6wx008NdBxCQnD6B","https://api.spotify.com/v1/tracks/51Lf3l6wx008NdBxCQnD6B","https://api.spotify.com/v1/audio-analysis/51Lf3l6wx008NdBxCQnD6B",199233,4,"deep new americana"
"579","2023-07-04 16:50","Arctic Monkeys","Fluorescent Adolescent",183893,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,"audio_features","7e8utCy2JlSB8dRHKi49xM","spotify:track:7e8utCy2JlSB8dRHKi49xM","https://api.spotify.com/v1/tracks/7e8utCy2JlSB8dRHKi49xM","https://api.spotify.com/v1/audio-analysis/7e8utCy2JlSB8dRHKi49xM",173493,4,"garage rock"
"580","2023-07-04 20:25","Hozier","Angel Of Small Death & The Codeine Scene",219214,0.364,0.64,4,-5.757,1,0.0506,0.201,7.25e-05,0.12,0.386,93.507,"audio_features","6JmSfynzr6E0QllQZNEXEb","spotify:track:6JmSfynzr6E0QllQZNEXEb","https://api.spotify.com/v1/tracks/6JmSfynzr6E0QllQZNEXEb","https://api.spotify.com/v1/audio-analysis/6JmSfynzr6E0QllQZNEXEb",219213,4,"irish singer-songwriter"
"581","2023-07-04 20:29","Paramore","This Is Why",206700,0.728,0.76,11,-6.884,0,0.0396,0.00433,0.00585,0.13,0.674,123.045,"audio_features","7HdXRMw14roDx2a0COWk3M","spotify:track:7HdXRMw14roDx2a0COWk3M","https://api.spotify.com/v1/tracks/7HdXRMw14roDx2a0COWk3M","https://api.spotify.com/v1/audio-analysis/7HdXRMw14roDx2a0COWk3M",206701,4,"candy pop"
"583","2023-07-04 20:34","Mallrat","Texas",167110,0.449,0.496,10,-6.111,1,0.0555,0.425,0,0.088,0.246,109.93,"audio_features","0My5DQrRQFtgtIMTcl2HNi","spotify:track:0My5DQrRQFtgtIMTcl2HNi","https://api.spotify.com/v1/tracks/0My5DQrRQFtgtIMTcl2HNi","https://api.spotify.com/v1/audio-analysis/0My5DQrRQFtgtIMTcl2HNi",185314,4,"aussietronica"
"584","2023-07-04 20:37","Natalia Kukulska","Cudowne Lata (projekt BABIE LATO)",180000,0.749,0.631,1,-8.611,0,0.0542,0.0386,0,0.0757,0.619,109.975,"audio_features","0nMn1Sk6R7Jt8QMYLSfA1b","spotify:track:0nMn1Sk6R7Jt8QMYLSfA1b","https://api.spotify.com/v1/tracks/0nMn1Sk6R7Jt8QMYLSfA1b","https://api.spotify.com/v1/audio-analysis/0nMn1Sk6R7Jt8QMYLSfA1b",180000,4,"polish pop"
"585","2023-07-04 20:42","Sarius","Testy",10515,0.794,0.805,10,-5.593,0,0.0831,0.044,0.000139,0.35,0.669,140.012,"audio_features","6sGmX16cnyjVOkAlR8GYQJ","spotify:track:6sGmX16cnyjVOkAlR8GYQJ","https://api.spotify.com/v1/tracks/6sGmX16cnyjVOkAlR8GYQJ","https://api.spotify.com/v1/audio-analysis/6sGmX16cnyjVOkAlR8GYQJ",186000,4,"polish hip hop"
"586","2023-07-04 20:42","Mery Spolsky","SUKA",251898,0.727,0.727,11,-10.6,0,0.173,0.00562,0.153,0.105,0.573,136.994,"audio_features","0dCeLwVv06YUr5spK1r5Vp","spotify:track:0dCeLwVv06YUr5spK1r5Vp","https://api.spotify.com/v1/tracks/0dCeLwVv06YUr5spK1r5Vp","https://api.spotify.com/v1/audio-analysis/0dCeLwVv06YUr5spK1r5Vp",251898,4,"polish alternative"
"587","2023-07-04 20:44","Mery Spolsky","Dekalog Spolsky",116920,0.113,0.231,9,-14.309,0,0.035,0.634,0.000634,0.156,0.0712,78.26,"audio_features","6IdPZjWprMTsSvAzZy1aeg","spotify:track:6IdPZjWprMTsSvAzZy1aeg","https://api.spotify.com/v1/tracks/6IdPZjWprMTsSvAzZy1aeg","https://api.spotify.com/v1/audio-analysis/6IdPZjWprMTsSvAzZy1aeg",116920,3,"polish alternative"
"588","2023-07-04 20:48","Mery Spolsky","Mazowiecka Kiecka",238106,0.759,0.92,9,-5.888,1,0.274,0.0457,2.05e-05,0.609,0.833,130.961,"audio_features","56oWeuXiqup513lwITzAsl","spotify:track:56oWeuXiqup513lwITzAsl","https://api.spotify.com/v1/tracks/56oWeuXiqup513lwITzAsl","https://api.spotify.com/v1/audio-analysis/56oWeuXiqup513lwITzAsl",238107,4,"polish alternative"
"589","2023-07-04 20:51","Mery Spolsky","Bigotka",218293,0.705,0.664,9,-9.542,0,0.0467,0.0132,0.00144,0.0676,0.541,153.048,"audio_features","6skXXfGtjKPK2RTMOiThHk","spotify:track:6skXXfGtjKPK2RTMOiThHk","https://api.spotify.com/v1/tracks/6skXXfGtjKPK2RTMOiThHk","https://api.spotify.com/v1/audio-analysis/6skXXfGtjKPK2RTMOiThHk",218293,4,"polish alternative"
"590","2023-07-04 20:55","Mery Spolsky","Szafa Meryspolsky",241160,0.41,0.383,8,-9.483,0,0.0316,0.102,0.00031,0.133,0.064,139.355,"audio_features","101RqDfMfnSsjUmYFFWvvn","spotify:track:101RqDfMfnSsjUmYFFWvvn","https://api.spotify.com/v1/tracks/101RqDfMfnSsjUmYFFWvvn","https://api.spotify.com/v1/audio-analysis/101RqDfMfnSsjUmYFFWvvn",241160,4,"polish alternative"
"591","2023-07-04 20:59","Mery Spolsky","Sorry From The Mountain",208786,0.624,0.915,4,-7.382,0,0.277,0.038,0.00627,0.149,0.546,180.087,"audio_features","5VhpLSgYwng37izRkJDR52","spotify:track:5VhpLSgYwng37izRkJDR52","https://api.spotify.com/v1/tracks/5VhpLSgYwng37izRkJDR52","https://api.spotify.com/v1/audio-analysis/5VhpLSgYwng37izRkJDR52",208787,4,"polish alternative"
"592","2023-07-04 21:03","Mery Spolsky","Cieliste Rajstopy",246000,0.605,0.787,7,-7.01,1,0.243,0.408,1.06e-06,0.117,0.801,160.184,"audio_features","604y7Y13BMP8xmnbhUQSI3","spotify:track:604y7Y13BMP8xmnbhUQSI3","https://api.spotify.com/v1/tracks/604y7Y13BMP8xmnbhUQSI3","https://api.spotify.com/v1/audio-analysis/604y7Y13BMP8xmnbhUQSI3",246000,4,"polish alternative"
"593","2023-07-04 21:07","Mery Spolsky","KA",222106,0.523,0.798,6,-8.855,0,0.045,0.000149,0.137,0.173,0.274,179.956,"audio_features","7ckN5sPTFAuHsTsFfkPj7g","spotify:track:7ckN5sPTFAuHsTsFfkPj7g","https://api.spotify.com/v1/tracks/7ckN5sPTFAuHsTsFfkPj7g","https://api.spotify.com/v1/audio-analysis/7ckN5sPTFAuHsTsFfkPj7g",163373,4,"polish alternative"
"594","2023-07-04 21:10","Mery Spolsky","Kosmiczna Dziewczyna",199720,0.625,0.643,1,-8.65,0,0.0669,0.0989,8.89e-05,0.112,0.508,135.027,"audio_features","0BDZSlAdmXwUt35K7Ro9KQ","spotify:track:0BDZSlAdmXwUt35K7Ro9KQ","https://api.spotify.com/v1/tracks/0BDZSlAdmXwUt35K7Ro9KQ","https://api.spotify.com/v1/audio-analysis/0BDZSlAdmXwUt35K7Ro9KQ",199720,4,"polish alternative"
"595","2023-07-04 21:14","Mery Spolsky","FAK",257933,0.611,0.847,2,-7.079,0,0.337,0.00395,0.000255,0.153,0.389,148.095,"audio_features","1vlsjw1W6j65fIF5ysQGyJ","spotify:track:1vlsjw1W6j65fIF5ysQGyJ","https://api.spotify.com/v1/tracks/1vlsjw1W6j65fIF5ysQGyJ","https://api.spotify.com/v1/audio-analysis/1vlsjw1W6j65fIF5ysQGyJ",257933,4,"polish alternative"
